TokenID,Species,Equipment,Realm,Curse,Name,Story,Rarity,Synergy,SpeciesID,ItemID,BackgroundID,EffectID,OriginalEffectID
2313,Succubus,Crown,Shadow,Poisoning,"Soul Temptress #2313","In shadow's reach, the temptress ensnares souls leaving toxic death behind.",Uncommon,"",8,0,9,5,5
2314,Demon,Staff,Venom,Confusion,"Fiend Lord #2314","In toxic mists, the infernal lord reigns spreading fractured chaos.",Rare,"",3,7,4,2,2
2315,Succubus,Poison,Bloodmoon,Brain Wash,"Crimson Soul Temptress #2315","Under the crimson gaze, the temptress ensnares souls enslaving minds with madness.",Legendary,"",8,3,0,9,9
2316,Frankenstein,Crown,Inferno,Lightning,"Infernal Stitched Horror #2316","Within eternal flames, this creation defies nature beneath electric fury.",Common,"",2,0,6,6,6
2317,Mummy,Staff,Abyss,Meteor,"Tomb Priest #2317","From the endless void, the pharaoh commands divinely while heavens rain destruction.",Common,"",7,7,1,3,3
2318,Goblin,Torch,Frost,Seizure,"Frozen Shadow Gremlin #2318","In frozen wastes, the goblin plots mischief causing reality to convulse.",Common,"",1,4,7,0,0
2319,Vampire,Crown,Corruption,Blizzard,"Corrupted Night King #2319","Where reality breaks, the night king commands darkness as frozen winds tear reality.",Uncommon,"",6,0,3,7,7
2320,Werewolf,Staff,Ragnarok,Bats,"Last Moon Stalker #2320","As the world ends, the beast stalks with primal fury commanding nightborn servants.",Uncommon,"",0,7,8,4,4
2321,Zombie,Torch,Venom,Mind Blast,"Shambling Dead #2321","In toxic mists, this corpse shambles onward its screams shatter sanity.",Rare,"",5,4,4,1,1
2322,Werewolf,Crown,Bloodmoon,Burning,"Crimson Moon Stalker #2322","Under the crimson gaze, the beast stalks with primal fury while flames consume endlessly.",Epic,"",0,0,0,8,8
2323,Dragon,Staff,Void,Poisoning,"Void Ancient Wyrm #2323","At existence's edge, this terror hoards cursed treasures leaving toxic death behind.",Legendary,"",4,7,5,5,5
2324,Skeleton,Torch,Abyss,Confusion,"Hollow One #2324","From the endless void, ancient bones clutch their relics spreading fractured chaos.",Common,"",9,4,1,2,2
2325,Demon,Crown,Frost,Brain Wash,"Frozen Fiend Lord #2325","In frozen wastes, the infernal lord reigns enslaving minds with madness.",Common,"",3,0,7,9,9
2326,Succubus,Staff,Decay,Lightning,"Dream Weaver #2326","In rotting wastelands, the temptress ensnares souls beneath electric fury.",Common,"",8,7,2,6,6
2327,Frankenstein,Torch,Ragnarok,Meteor,"Apocalypse Rain","The sky falls, bringing the end of all things.",Rare,"Apocalypse Rain",2,4,8,3,3
2328,Mummy,Sword,Venom,Seizure,"Desert Warrior #2328","In toxic mists, the desert warrior stands eternal causing reality to convulse.",Uncommon,"",7,1,4,0,0
2329,Goblin,Staff,Shadow,Blizzard,"Shadow Gremlin #2329","In shadow's reach, the goblin plots mischief as frozen winds tear reality.",Rare,"",1,7,9,7,7
2330,Vampire,Torch,Void,Bats,"Void Eternal Hunter #2330","At existence's edge, this nightwalker hunts eternally commanding nightborn servants.",Epic,"",6,4,5,4,4
2331,Goblin,Sword,Abyss,Mind Blast,"Cave Raider #2331","From the endless void, the goblin plots mischief its screams shatter sanity.",Common,"",1,1,1,1,1
2332,Zombie,Staff,Inferno,Burning,"Eternal Flame","Fire that burns without fuel, consuming reality itself.",Uncommon,"Eternal Flame",5,7,6,8,8
2333,Werewolf,Torch,Decay,Poisoning,"Moon Stalker #2333","In rotting wastelands, the beast stalks with primal fury leaving toxic death behind.",Common,"",0,4,2,5,5
2334,Dragon,Sword,Ragnarok,Confusion,"Last Wyrm Knight #2334","As the world ends, the drake wields dragonfire steel spreading fractured chaos.",Uncommon,"",4,1,8,2,2
2335,Skeleton,Staff,Corruption,Brain Wash,"Corrupted Hollow One #2335","Where reality breaks, ancient bones clutch their relics enslaving minds with madness.",Uncommon,"",9,7,3,9,9
2336,Demon,Torch,Shadow,Lightning,"Flame Bearer #2336","In shadow's reach, the hellspawn lights perdition's path beneath electric fury.",Uncommon,"",3,4,9,6,6
2337,Succubus,Sword,Void,Meteor,"Void Soul Temptress #2337","At existence's edge, the temptress ensnares souls while heavens rain destruction.",Rare,"",8,1,5,3,3
2338,Demon,Shoulder,Bloodmoon,Seizure,"Crimson Fiend Lord #2338","Under the crimson gaze, the infernal lord reigns causing reality to convulse.",Epic,"",3,8,0,0,0
2339,Mummy,Torch,Inferno,Blizzard,"Infernal Ancient Guard #2339","Within eternal flames, this guardian endures eternally as frozen winds tear reality.",Common,"",7,4,6,7,7
2340,Frankenstein,Sword,Decay,Bats,"Stitched Horror #2340","In rotting wastelands, this creation defies nature commanding nightborn servants.",Common,"",2,1,2,4,4
2341,Vampire,Shoulder,Frost,Mind Blast,"Frozen Eternal Hunter #2341","In frozen wastes, this nightwalker hunts eternally its screams shatter sanity.",Common,"",6,8,7,1,1
2342,Goblin,Torch,Corruption,Burning,"Corrupted Shadow Gremlin #2342","Where reality breaks, the goblin plots mischief while flames consume endlessly.",Uncommon,"",1,4,3,8,8
2343,Zombie,Sword,Shadow,Poisoning,"Shambling Dead #2343","In shadow's reach, this corpse shambles onward leaving toxic death behind.",Uncommon,"",5,1,9,5,5
2344,Werewolf,Shoulder,Venom,Confusion,"Beast Warrior #2344","In toxic mists, the beast stalks with primal fury spreading fractured chaos.",Rare,"",0,8,4,2,2
2345,Zombie,Torch,Bloodmoon,Brain Wash,"Crimson Shambling Dead #2345","Under the crimson gaze, this corpse shambles onward enslaving minds with madness.",Epic,"",5,4,0,9,9
2346,Skeleton,Sword,Inferno,Lightning,"Infernal Hollow One #2346","Within eternal flames, ancient bones clutch their relics beneath electric fury.",Legendary,"",9,1,6,6,6
2347,Dragon,Shoulder,Abyss,Meteor,"Ancient Wyrm #2347","From the endless void, this terror hoards cursed treasures while heavens rain destruction.",Common,"",4,8,1,3,3
2348,Succubus,Wine,Frost,Seizure,"Frozen Desire Maiden #2348","In frozen wastes, the temptress ensnares souls causing reality to convulse.",Common,"",8,5,7,0,0
2349,Demon,Sword,Corruption,Blizzard,"Corrupted Hell Blade #2349","Where reality breaks, this fiend wields torment as frozen winds tear reality.",Common,"",3,1,3,7,7
2350,Mummy,Shoulder,Ragnarok,Bats,"Last Ancient Guard #2350","As the world ends, this guardian endures eternally commanding nightborn servants.",Uncommon,"",7,8,8,4,4
2351,Frankenstein,Wine,Venom,Mind Blast,"Stitched Horror #2351","In toxic mists, this creation defies nature its screams shatter sanity.",Uncommon,"",2,5,4,1,1
2352,Mummy,Sword,Bloodmoon,Burning,"Crimson Desert Warrior #2352","Under the crimson gaze, the desert warrior stands eternal while flames consume endlessly.",Rare,"",7,1,0,8,8
2353,Goblin,Shoulder,Void,Poisoning,"Void Shadow Gremlin #2353","At existence's edge, the goblin plots mischief leaving toxic death behind.",Epic,"",1,8,5,5,5
2354,Vampire,Wine,Abyss,Confusion,"Blood Sommelier","A refined predator who has transcended mere survival. This vampire has cultivated an exquisite palate for the finest vintages.",Uncommon,"Blood Sommelier",6,5,1,2,2
2355,Werewolf,Sword,Frost,Brain Wash,"Frozen Moon Stalker #2355","In frozen wastes, the beast stalks with primal fury enslaving minds with madness.",Common,"",0,1,7,9,9
2356,Zombie,Shoulder,Decay,Lightning,"Shambling Dead #2356","In rotting wastelands, this corpse shambles onward beneath electric fury.",Common,"",5,8,2,6,6
2357,Skeleton,Wine,Ragnarok,Meteor,"Apocalypse Rain","The sky falls, bringing the end of all things.",Rare,"Apocalypse Rain",9,5,8,3,3
2358,Dragon,Shield,Venom,Seizure,"Scale Guardian #2358","In toxic mists, this terror hoards cursed treasures causing reality to convulse.",Uncommon,"",4,2,4,0,0
2359,Succubus,Shoulder,Shadow,Blizzard,"Soul Temptress #2359","In shadow's reach, the temptress ensnares souls as frozen winds tear reality.",Uncommon,"",8,8,9,7,7
2360,Demon,Wine,Void,Bats,"Void Fiend Lord #2360","At existence's edge, the infernal lord reigns commanding nightborn servants.",Rare,"",3,5,5,4,4
2361,Succubus,Shield,Abyss,Mind Blast,"Soul Temptress #2361","From the endless void, the temptress ensnares souls its screams shatter sanity.",Epic,"",8,2,1,1,1
2362,Frankenstein,Arm,Inferno,Burning,"The Collector","The shoulder armor is actually a collection of harvested arms, still twitching with unnatural life.",Uncommon,"The Collector",2,8,6,8,8
2363,Mummy,Wine,Decay,Poisoning,"Ancient Guard #2363","In rotting wastelands, this guardian endures eternally leaving toxic death behind.",Common,"",7,5,2,5,5
2364,Goblin,Shield,Ragnarok,Confusion,"Last Tribal Guard #2364","As the world ends, the goblin plots mischief spreading fractured chaos.",Common,"",1,2,8,2,2
2365,Vampire,Shoulder,Corruption,Brain Wash,"Corrupted Eternal Hunter #2365","Where reality breaks, this nightwalker hunts eternally enslaving minds with madness.",Uncommon,"",6,8,3,9,9
2366,Werewolf,Wine,Shadow,Lightning,"Moon Stalker #2366","In shadow's reach, the beast stalks with primal fury beneath electric fury.",Uncommon,"",0,5,9,6,6
2367,Zombie,Shield,Void,Meteor,"Void Shambling Dead #2367","At existence's edge, this corpse shambles onward while heavens rain destruction.",Rare,"",5,2,5,3,3
2368,Werewolf,Head,Bloodmoon,Seizure,"The Alpha's Trophy","What appears to be a simple crown is revealed as the severed head of the previous pack leader.",Epic,"The Alpha's Trophy",0,9,0,0,0
2369,Dragon,Wine,Inferno,Blizzard,"Infernal Ancient Wyrm #2369","Within eternal flames, this terror hoards cursed treasures as frozen winds tear reality.",Legendary,"",4,5,6,7,7
2370,Skeleton,Shield,Decay,Bats,"Undead Sentinel #2370","In rotting wastelands, the undead sentinel stands watch commanding nightborn servants.",Common,"",9,2,2,4,4
2371,Demon,Amulet,Frost,Mind Blast,"Frozen Fiend Lord #2371","In frozen wastes, the infernal lord reigns its screams shatter sanity.",Common,"",3,9,7,1,1
2372,Succubus,Wine,Corruption,Burning,"Corrupted Desire Maiden #2372","Where reality breaks, the temptress ensnares souls while flames consume endlessly.",Common,"",8,5,3,8,8
2373,Frankenstein,Shield,Shadow,Poisoning,"Stitched Horror #2373","In shadow's reach, this creation defies nature leaving toxic death behind.",Uncommon,"",2,2,9,5,5
2374,Mummy,Amulet,Venom,Confusion,"Ancient Guard #2374","In toxic mists, this guardian endures eternally spreading fractured chaos.",Uncommon,"",7,9,4,2,2
2375,Frankenstein,Wine,Bloodmoon,Brain Wash,"Crimson Stitched Horror #2375","Under the crimson gaze, this creation defies nature enslaving minds with madness.",Rare,"",2,5,0,9,9
2376,Vampire,Shield,Inferno,Lightning,"Infernal Eternal Hunter #2376","Within eternal flames, this nightwalker hunts eternally beneath electric fury.",Epic,"",6,2,6,6,6
2377,Goblin,Amulet,Abyss,Meteor,"Shadow Gremlin #2377","From the endless void, the goblin plots mischief while heavens rain destruction.",Common,"",1,9,1,3,3
2378,Zombie,Scythe,Frost,Seizure,"Frozen Shambling Dead #2378","In frozen wastes, this corpse shambles onward causing reality to convulse.",Common,"",5,6,7,0,0
2379,Werewolf,Shield,Corruption,Blizzard,"Corrupted Moon Stalker #2379","Where reality breaks, the beast stalks with primal fury as frozen winds tear reality.",Common,"",0,2,3,7,7
2380,Dragon,Amulet,Ragnarok,Bats,"Last Ancient Wyrm #2380","As the world ends, this terror hoards cursed treasures commanding nightborn servants.",Uncommon,"",4,9,8,4,4
2381,Skeleton,Scythe,Venom,Mind Blast,"Death's Herald","The original harbinger of doom. This skeletal reaper has collected souls since the dawn of mortality itself.",Rare,"Death's Herald",9,6,4,1,1
2382,Dragon,Shield,Bloodmoon,Burning,"Crimson Scale Guardian #2382","Under the crimson gaze, this terror hoards cursed treasures while flames consume endlessly.",Uncommon,"",4,2,0,8,8
2383,Succubus,Amulet,Void,Poisoning,"Void Soul Temptress #2383","At existence's edge, the temptress ensnares souls leaving toxic death behind.",Rare,"",8,9,5,5,5
2384,Demon,Scythe,Abyss,Confusion,"Fiend Lord #2384","From the endless void, the infernal lord reigns spreading fractured chaos.",Epic,"",3,6,1,2,2
2385,Mummy,Shield,Frost,Brain Wash,"Frozen Ancient Guard #2385","In frozen wastes, this guardian endures eternally enslaving minds with madness.",Common,"",7,2,7,9,9
2386,Frankenstein,Amulet,Decay,Lightning,"Stitched Horror #2386","In rotting wastelands, this creation defies nature beneath electric fury.",Common,"",2,9,2,6,6
2387,Vampire,Scythe,Ragnarok,Meteor,"Apocalypse Rain","The sky falls, bringing the end of all things.",Uncommon,"Apocalypse Rain",6,6,8,3,3
2388,Goblin,Poison,Venom,Seizure,"Shadow Gremlin #2388","In toxic mists, the goblin plots mischief causing reality to convulse.",Uncommon,"",1,3,4,0,0
2389,Zombie,Amulet,Shadow,Blizzard,"Cursed Corpse #2389","In shadow's reach, the cursed corpse shambles onward as frozen winds tear reality.",Uncommon,"",5,9,9,7,7
2390,Werewolf,Scythe,Void,Bats,"Void Moon Stalker #2390","At existence's edge, the beast stalks with primal fury commanding nightborn servants.",Rare,"",0,6,5,4,4
2391,Zombie,Poison,Abyss,Mind Blast,"Plague Walker #2391","From the endless void, the plague walker spreads infection its screams shatter sanity.",Rare,"",5,3,1,1,1
2392,Skeleton,Head,Inferno,Burning,"Eternal Flame","Fire that burns without fuel, consuming reality itself.",Legendary,"Eternal Flame",9,9,6,8,8
2393,Dragon,Scythe,Decay,Poisoning,"Ancient Wyrm #2393","In rotting wastelands, this terror hoards cursed treasures leaving toxic death behind.",Common,"",4,6,2,5,5
2394,Succubus,Poison,Ragnarok,Confusion,"Last Soul Temptress #2394","As the world ends, the temptress ensnares souls spreading fractured chaos.",Common,"",8,3,8,2,2
2395,Demon,Amulet,Corruption,Brain Wash,"Corrupted Fiend Lord #2395","Where reality breaks, the infernal lord reigns enslaving minds with madness.",Common,"",3,9,3,9,9
2396,Mummy,Scythe,Shadow,Lightning,"Ancient Guard #2396","In shadow's reach, this guardian endures eternally beneath electric fury.",Uncommon,"",7,6,9,6,6
2397,Frankenstein,Poison,Void,Meteor,"Void Toxic Creation #2397","At existence's edge, this creation defies nature while heavens rain destruction.",Uncommon,"",2,3,5,3,3
2398,Mummy,Crown,Abyss,Seizure,"Deep Tremor","Convulsions from staring too long into the infinite dark.",Epic,"Deep Tremor",7,0,1,0,0
2399,Goblin,Scythe,Inferno,Blizzard,"Infernal Shadow Gremlin #2399","Within eternal flames, the goblin plots mischief as frozen winds tear reality.",Epic,"",1,6,6,7,7
2400,Vampire,Poison,Decay,Bats,"Eternal Hunter #2400","In rotting wastelands, this nightwalker hunts eternally commanding nightborn servants.",Common,"",6,3,2,4,4
2401,Werewolf,Crown,Ragnarok,Mind Blast,"Last Moon Stalker #2401","As the world ends, the beast stalks with primal fury its screams shatter sanity.",Common,"",0,0,8,1,1
2402,Zombie,Scythe,Corruption,Burning,"Corrupted Shambling Dead #2402","Where reality breaks, this corpse shambles onward while flames consume endlessly.",Common,"",5,6,3,8,8
2403,Skeleton,Poison,Shadow,Poisoning,"Hollow One #2403","In shadow's reach, ancient bones clutch their relics leaving toxic death behind.",Common,"",9,3,9,5,5
2404,Dragon,Crown,Void,Confusion,"Void Drake Lord #2404","At existence's edge, the wyrm reclaims dominion spreading fractured chaos.",Uncommon,"",4,0,5,2,2
2405,Skeleton,Scythe,Bloodmoon,Brain Wash,"Death's Herald","The original harbinger of doom. This skeletal reaper has collected souls since the dawn of mortality itself.",Rare,"Death's Herald",9,6,0,9,9
2406,Demon,Poison,Inferno,Lightning,"Infernal Fiend Lord #2406","Within eternal flames, the infernal lord reigns beneath electric fury.",Rare,"",3,3,6,6,6
2407,Succubus,Crown,Decay,Meteor,"Soul Temptress #2407","In rotting wastelands, the temptress ensnares souls while heavens rain destruction.",Epic,"",8,0,2,3,3
2408,Frankenstein,Staff,Frost,Seizure,"Frozen Stitched Horror #2408","In frozen wastes, this creation defies nature causing reality to convulse.",Common,"",2,7,7,0,0
2409,Mummy,Poison,Corruption,Blizzard,"Corrupted Ancient Guard #2409","Where reality breaks, this guardian endures eternally as frozen winds tear reality.",Common,"",7,3,3,7,7
2410,Goblin,Crown,Shadow,Bats,"Night Terror","Living shadows that feast on fear.",Uncommon,"Night Terror",1,0,9,4,4
2411,Vampire,Staff,Venom,Mind Blast,"Eternal Hunter #2411","In toxic mists, this nightwalker hunts eternally its screams shatter sanity.",Uncommon,"",6,7,4,1,1
2412,Goblin,Poison,Bloodmoon,Burning,"Crimson Shadow Gremlin #2412","Under the crimson gaze, the goblin plots mischief while flames consume endlessly.",Uncommon,"",1,3,0,8,8
2413,Zombie,Crown,Inferno,Poisoning,"Infernal Shambling Dead #2413","Within eternal flames, this corpse shambles onward leaving toxic death behind.",Uncommon,"",5,0,6,5,5
2414,Werewolf,Staff,Abyss,Confusion,"Moon Stalker #2414","From the endless void, the beast stalks with primal fury spreading fractured chaos.",Rare,"",0,7,1,2,2
2415,Dragon,Poison,Frost,Brain Wash,"Frozen Ancient Wyrm #2415","In frozen wastes, this terror hoards cursed treasures enslaving minds with madness.",Legendary,"",4,3,7,9,9
2416,Skeleton,Crown,Corruption,Lightning,"Corrupted Hollow One #2416","Where reality breaks, ancient bones clutch their relics beneath electric fury.",Common,"",9,0,3,6,6
2417,Demon,Staff,Ragnarok,Meteor,"Apocalypse Rain","The sky falls, bringing the end of all things.",Uncommon,"Apocalypse Rain",3,7,8,3,3
2418,Succubus,Torch,Venom,Seizure,"Soul Temptress #2418","In toxic mists, the temptress ensnares souls causing reality to convulse.",Common,"",8,4,4,0,0
2419,Demon,Crown,Bloodmoon,Blizzard,"Crimson Fiend Lord #2419","Under the crimson gaze, the infernal lord reigns as frozen winds tear reality.",Uncommon,"",3,0,0,7,7
2420,Mummy,Staff,Void,Bats,"Void Tomb Priest #2420","At existence's edge, the pharaoh commands divinely commanding nightborn servants.",Uncommon,"",7,7,5,4,4
2421,Frankenstein,Torch,Abyss,Mind Blast,"Stitched Horror #2421","From the endless void, this creation defies nature its screams shatter sanity.",Rare,"",2,4,1,1,1
2422,Vampire,Crown,Frost,Burning,"Frozen Night King #2422","In frozen wastes, the night king commands darkness while flames consume endlessly.",Epic,"",6,0,7,8,8
2423,Goblin,Staff,Decay,Poisoning,"Shadow Gremlin #2423","In rotting wastelands, the goblin plots mischief leaving toxic death behind.",Legendary,"",1,7,2,5,5
2424,Zombie,Torch,Ragnarok,Confusion,"Last Shambling Dead #2424","As the world ends, this corpse shambles onward spreading fractured chaos.",Common,"",5,4,8,2,2
2425,Werewolf,Crown,Venom,Brain Wash,"Moon Stalker #2425","In toxic mists, the beast stalks with primal fury enslaving minds with madness.",Common,"",0,0,4,9,9
2426,Dragon,Staff,Shadow,Lightning,"Ancient Wyrm #2426","In shadow's reach, this terror hoards cursed treasures beneath electric fury.",Common,"",4,7,9,6,6
2427,Skeleton,Torch,Void,Meteor,"Void Hollow One #2427","At existence's edge, ancient bones clutch their relics while heavens rain destruction.",Uncommon,"",9,4,5,3,3
2428,Dragon,Sword,Abyss,Seizure,"Deep Tremor","Convulsions from staring too long into the infinite dark.",Rare,"Deep Tremor",4,1,1,0,0
2429,Succubus,Staff,Inferno,Blizzard,"Infernal Dream Weaver #2429","Within eternal flames, the temptress ensnares souls as frozen winds tear reality.",Rare,"",8,7,6,7,7
2430,Demon,Torch,Decay,Bats,"Flame Bearer #2430","In rotting wastelands, the hellspawn lights perdition's path commanding nightborn servants.",Epic,"",3,4,2,4,4
2431,Mummy,Sword,Ragnarok,Mind Blast,"Last Desert Warrior #2431","As the world ends, the desert warrior stands eternal its screams shatter sanity.",Common,"",7,1,8,1,1
2432,Frankenstein,Staff,Corruption,Burning,"Corrupted Stitched Horror #2432","Where reality breaks, this creation defies nature while flames consume endlessly.",Common,"",2,7,3,8,8
2433,Vampire,Torch,Shadow,Poisoning,"Eternal Hunter #2433","In shadow's reach, this nightwalker hunts eternally leaving toxic death behind.",Common,"",6,4,9,5,5
2434,Goblin,Sword,Void,Confusion,"Void Cave Raider #2434","At existence's edge, the goblin plots mischief spreading fractured chaos.",Uncommon,"",1,1,5,2,2
2435,Vampire,Staff,Bloodmoon,Brain Wash,"Crimson Eternal Hunter #2435","Under the crimson gaze, this nightwalker hunts eternally enslaving minds with madness.",Uncommon,"",6,7,0,9,9
2436,Werewolf,Torch,Inferno,Lightning,"Infernal Moon Stalker #2436","Within eternal flames, the beast stalks with primal fury beneath electric fury.",Uncommon,"",0,4,6,6,6
2437,Zombie,Sword,Decay,Meteor,"Shambling Dead #2437","In rotting wastelands, this corpse shambles onward while heavens rain destruction.",Rare,"",5,1,2,3,3
2438,Skeleton,Shoulder,Frost,Seizure,"Frozen Hollow One #2438","In frozen wastes, ancient bones clutch their relics causing reality to convulse.",Epic,"",9,8,7,0,0
2439,Dragon,Torch,Corruption,Blizzard,"Corrupted Ancient Wyrm #2439","Where reality breaks, this terror hoards cursed treasures as frozen winds tear reality.",Common,"",4,4,3,7,7
2440,Succubus,Sword,Shadow,Bats,"Night Terror","Living shadows that feast on fear.",Uncommon,"Night Terror",8,1,9,4,4
2441,Demon,Shoulder,Venom,Mind Blast,"Fiend Lord #2441","In toxic mists, the infernal lord reigns its screams shatter sanity.",Common,"",3,8,4,1,1
2442,Succubus,Torch,Bloodmoon,Burning,"Crimson Soul Temptress #2442","Under the crimson gaze, the temptress ensnares souls while flames consume endlessly.",Uncommon,"",8,4,0,8,8
2443,Frankenstein,Sword,Inferno,Poisoning,"Infernal Stitched Horror #2443","Within eternal flames, this creation defies nature leaving toxic death behind.",Uncommon,"",2,1,6,5,5
2444,Mummy,Shoulder,Abyss,Confusion,"Ancient Guard #2444","From the endless void, this guardian endures eternally spreading fractured chaos.",Rare,"",7,8,1,2,2
2445,Goblin,Torch,Frost,Brain Wash,"Frozen Shadow Gremlin #2445","In frozen wastes, the goblin plots mischief enslaving minds with madness.",Epic,"",1,4,7,9,9
2446,Vampire,Sword,Corruption,Lightning,"Corrupted Eternal Hunter #2446","Where reality breaks, this nightwalker hunts eternally beneath electric fury.",Legendary,"",6,1,3,6,6
2447,Werewolf,Arm,Ragnarok,Meteor,"Apocalypse Rain","The sky falls, bringing the end of all things.",Uncommon,"Apocalypse Rain",0,8,8,3,3
2448,Zombie,Wine,Venom,Seizure,"Shambling Dead #2448","In toxic mists, this corpse shambles onward causing reality to convulse.",Common,"",5,5,4,0,0
2449,Werewolf,Sword,Bloodmoon,Blizzard,"Crimson Moon Stalker #2449","Under the crimson gaze, the beast stalks with primal fury as frozen winds tear reality.",Common,"",0,1,0,7,7
2450,Dragon,Shoulder,Void,Bats,"Void Ancient Wyrm #2450","At existence's edge, this terror hoards cursed treasures commanding nightborn servants.",Uncommon,"",4,8,5,4,4
2451,Skeleton,Wine,Abyss,Mind Blast,"Hollow One #2451","From the endless void, ancient bones clutch their relics its screams shatter sanity.",Uncommon,"",9,5,1,1,1
2452,Demon,Sword,Frost,Burning,"Frozen Hell Blade #2452","In frozen wastes, this fiend wields torment while flames consume endlessly.",Rare,"",3,1,7,8,8
2453,Succubus,Shoulder,Decay,Poisoning,"Soul Temptress #2453","In rotting wastelands, the temptress ensnares souls leaving toxic death behind.",Epic,"",8,8,2,5,5
2454,Frankenstein,Wine,Ragnarok,Confusion,"Last Stitched Horror #2454","As the world ends, this creation defies nature spreading fractured chaos.",Common,"",2,5,8,2,2
2455,Mummy,Sword,Venom,Brain Wash,"Desert Warrior #2455","In toxic mists, the desert warrior stands eternal enslaving minds with madness.",Common,"",7,1,4,9,9
2456,Goblin,Shoulder,Shadow,Lightning,"Shadow Gremlin #2456","In shadow's reach, the goblin plots mischief beneath electric fury.",Common,"",1,8,9,6,6
2457,Vampire,Wine,Void,Meteor,"Blood Sommelier","A refined predator who has transcended mere survival. This vampire has cultivated an exquisite palate for the finest vintages.",Rare,"Blood Sommelier",6,5,5,3,3
2458,Goblin,Shield,Abyss,Seizure,"Deep Tremor","Convulsions from staring too long into the infinite dark.",Rare,"Deep Tremor",1,2,1,0,0
2459,Zombie,Shoulder,Inferno,Blizzard,"Infernal Shambling Dead #2459","Within eternal flames, this corpse shambles onward as frozen winds tear reality.",Uncommon,"",5,8,6,7,7
2460,Werewolf,Wine,Decay,Bats,"Moon Stalker #2460","In rotting wastelands, the beast stalks with primal fury commanding nightborn servants.",Rare,"",0,5,2,4,4
2461,Dragon,Shield,Ragnarok,Mind Blast,"Last Scale Guardian #2461","As the world ends, this terror hoards cursed treasures its screams shatter sanity.",Epic,"",4,2,8,1,1
2462,Skeleton,Shoulder,Corruption,Burning,"Corrupted Hollow One #2462","Where reality breaks, ancient bones clutch their relics while flames consume endlessly.",Common,"",9,8,3,8,8
2463,Demon,Wine,Shadow,Poisoning,"Fiend Lord #2463","In shadow's reach, the infernal lord reigns leaving toxic death behind.",Common,"",3,5,9,5,5
2464,Succubus,Shield,Void,Confusion,"Void Soul Temptress #2464","At existence's edge, the temptress ensnares souls spreading fractured chaos.",Common,"",8,2,5,2,2
2465,Demon,Shoulder,Bloodmoon,Brain Wash,"Crimson Fiend Lord #2465","Under the crimson gaze, the infernal lord reigns enslaving minds with madness.",Uncommon,"",3,8,0,9,9
2466,Mummy,Wine,Inferno,Lightning,"Infernal Ancient Guard #2466","Within eternal flames, this guardian endures eternally beneath electric fury.",Uncommon,"",7,5,6,6,6
2467,Frankenstein,Shield,Decay,Meteor,"Stitched Horror #2467","In rotting wastelands, this creation defies nature while heavens rain destruction.",Rare,"",2,2,2,3,3
2468,Vampire,Amulet,Frost,Seizure,"Frozen Eternal Hunter #2468","In frozen wastes, this nightwalker hunts eternally causing reality to convulse.",Rare,"",6,9,7,0,0
2469,Goblin,Wine,Corruption,Blizzard,"Corrupted Shadow Gremlin #2469","Where reality breaks, the goblin plots mischief as frozen winds tear reality.",Legendary,"",1,5,3,7,7
2470,Zombie,Shield,Shadow,Bats,"Night Terror","Living shadows that feast on fear.",Uncommon,"Night Terror",5,2,9,4,4
2471,Werewolf,Head,Venom,Mind Blast,"The Alpha's Trophy","What appears to be a simple crown is revealed as the severed head of the previous pack leader.",Uncommon,"The Alpha's Trophy",0,9,4,1,1
2472,Zombie,Wine,Bloodmoon,Burning,"Crimson Shambling Dead #2472","Under the crimson gaze, this corpse shambles onward while flames consume endlessly.",Common,"",5,5,0,8,8
2473,Skeleton,Shield,Inferno,Poisoning,"Infernal Undead Sentinel #2473","Within eternal flames, the undead sentinel stands watch leaving toxic death behind.",Uncommon,"",9,2,6,5,5
2474,Dragon,Amulet,Abyss,Confusion,"Ancient Wyrm #2474","From the endless void, this terror hoards cursed treasures spreading fractured chaos.",Uncommon,"",4,9,1,2,2
2475,Succubus,Wine,Frost,Brain Wash,"Frozen Desire Maiden #2475","In frozen wastes, the temptress ensnares souls enslaving minds with madness.",Rare,"",8,5,7,9,9
2476,Demon,Shield,Corruption,Lightning,"Corrupted Fiend Lord #2476","Where reality breaks, the infernal lord reigns beneath electric fury.",Epic,"",3,2,3,6,6
2477,Mummy,Head,Ragnarok,Meteor,"Apocalypse Rain","The sky falls, bringing the end of all things.",Uncommon,"Apocalypse Rain",7,9,8,3,3
2478,Frankenstein,Scythe,Venom,Seizure,"Stitched Horror #2478","In toxic mists, this creation defies nature causing reality to convulse.",Common,"",2,6,4,0,0
2479,Mummy,Shield,Bloodmoon,Blizzard,"Crimson Ancient Guard #2479","Under the crimson gaze, this guardian endures eternally as frozen winds tear reality.",Common,"",7,2,0,7,7
2480,Goblin,Amulet,Void,Bats,"Void Shadow Gremlin #2480","At existence's edge, the goblin plots mischief commanding nightborn servants.",Uncommon,"",1,9,5,4,4
2481,Vampire,Scythe,Abyss,Mind Blast,"Eternal Hunter #2481","From the endless void, this nightwalker hunts eternally its screams shatter sanity.",Uncommon,"",6,6,1,1,1
2482,Werewolf,Shield,Frost,Burning,"Frozen Moon Stalker #2482","In frozen wastes, the beast stalks with primal fury while flames consume endlessly.",Uncommon,"",0,2,7,8,8
